,제품번호,물품명,물품대대분류,물품대분류,물품중분류,상품중량
2272,100022273V2_1699,편백통원목도마,비식품,식기/편백,편백,양면무절/손잡이형
2273,100022274V2_1699,편백통원목도마,비식품,식기/편백,편백,중/양면무절/둥근사각형
2274,100022275V2_1700,포기로메인,신선식품,쌈채소류,로메인,250g
2275,100022276V2_1701,포기상추,신선식품,쌈채소류,상추,300g
2276,100022277V2_1701,포기상추,신선식품,쌈채소류,상추,재래종:300g
2277,100022278V2_1702,포기생채,신선식품,쌈채소류,생채,2포기
2278,100022279V2_1703,포도/대봉,신선식품,과일,포도(혼합포도),1.5kg
2279,100022280V2_1704,포도/무/캠벨,신선식품,과일,포도(혼합포도),1.5kg
2280,100022281V2_1704,포도/무/캠벨,신선식품,과일,포도(혼합포도),3kg
2281,100022282V2_1704,포도/무/캠벨,신선식품,과일,포도(혼합포도),4kg
2282,100022283V2_1704,포도/무/캠벨,신선식품,과일,포도(혼합포도),하우스:1.5kg
2283,100022284V2_1705,포도/유/바라드계,신선식품,과일,포도(혼합포도),하우스:1.5kg
2284,100022285V2_1706,포도/유/스튜벤,신선식품,과일,포도(혼합포도),1.5kg
2285,100022286V2_1707,포도/유/캠벨,신선식품,과일,포도(혼합포도),1.5kg
2286,100022287V2_1707,포도/유/캠벨,신선식품,과일,포도(혼합포도),4kg
2287,100022288V2_1707,포도/유/캠벨,신선식품,과일,포도(혼합포도),하우스:1.5kg
2288,100022289V2_1707,포도/유/캠벨,신선식품,과일,포도(혼합포도),하우스:2kg
2289,100022290V2_1708,포도꽁꽁,가공식품,음료,빙과,120ml
2290,100022291V2_1709,포도잼,가공식품,잼/병조림/기타,잼,280g
2291,100022292V2_1710,포도즙,가공식품,음료,과즙,180ml*1병:용
2292,100022293V2_1710,포도즙,가공식품,음료,과즙,1l
2293,100022294V2_1710,포도즙,가공식품,음료,과즙,1상자:180ml*10병
2294,100022295V2_1710,포도즙,가공식품,음료,과즙,팩:120ml*20봉
2295,100022296V2_1710,포도즙,가공식품,음료,과즙,팩120ml
2296,100022297V2_1711,표고가루,가공식품,가루,양념가루,60g
2297,100022298V2_1712,표고가루/버섯모음,가공식품,소스/기타양념,기타양념,
2298,100022299V2_1713,표고맛국물팩,가공식품,건어물,기타건어류,15g*10
2299,100022300V2_1714,표고버섯,신선식품,버섯,표고버섯,동고:500g
2300,100022301V2_1714,표고버섯,신선식품,버섯,표고버섯,백화고:500g
2301,100022302V2_1714,표고버섯,신선식품,버섯,표고버섯,흑화고:500g
2302,100022303V2_1715,푸른머그컵세트,비식품,식기/편백,자기,2개
2303,100022304V2_1716,푸른햇살접시,비식품,식기/편백,자기,대
2304,100022305V2_1716,푸른햇살접시,비식품,식기/편백,자기,중
2305,100022306V2_1717,풋고추,신선식품,열매채소,풋고추,150g
2306,100022307V2_1717,풋고추,신선식품,열매채소,풋고추,300g
2307,100022308V2_1718,풋귤,신선식품,과일,귤(조생),1kg/무
2308,100022309V2_1718,풋귤,신선식품,과일,귤(조생),1kg/유
2309,100022310V2_1718,풋귤,신선식품,과일,귤(조생),3kg/유
2310,100022311V2_1719,풋땅콩,가공식품,견과,땅콩,1kg
2311,100022312V2_1720,풋울타리콩,신선식품,열매채소,풋콩,1kg
2312,100022313V2_1721,프라이팬/20㎝,비식품,식기/편백,스테인리스,
2313,100022314V2_1722,프라이팬/28㎝,비식품,식기/편백,스테인리스,
2314,100022315V2_1723,프로폴리스,가공식품,꿀,꿀부산물,50ml
2315,100022316V2_1724,플레인롤케이크,신선식품,빵,"케이크,롤,선물",90g/조각롤
2316,100022317V2_1725,플레인요구르트,신선식품,유제품,요구르트,450ml
2317,100022318V2_1726,피,가공식품,콩/화본/깨,화본,국산/300g
2318,100022319V2_1727,피꼬막,신선식품,생물수산,패류/갑각류,피조개/1.5kg
2319,100022320V2_1728,피꼬막살,신선식품,냉동수산,냉동패류,180g
2320,100022321V2_1729,피망,신선식품,열매채소,피망,3개/210g이상
2321,100022322V2_1730,피자만두,가공식품,밀가공,만두,500g
2322,100022323V2_1731,하늘땅감자,가공식품,과자,스낵,55g
2323,100022324V2_1732,하늘땅옥수수,가공식품,과자,스낵,55g
2324,100022325V2_1733,하늘바다새우,가공식품,과자,스낵,60g
2325,100022326V2_1734,하늘밥백미,가공식품,식사대용,식사대용/기타,210g
2326,100022327V2_1734,하늘밥백미,가공식품,식사대용,식사대용/기타,210g*12개입
2327,100022328V2_1734,하늘밥백미,가공식품,식사대용,식사대용/기타,210g*3개입
2328,100022329V2_1735,하늘밥찹쌀현미,가공식품,식사대용,식사대용/기타,210g
2329,100022330V2_1735,하늘밥찹쌀현미,가공식품,식사대용,식사대용/기타,210g*12개입
2330,100022331V2_1735,하늘밥찹쌀현미,가공식품,식사대용,식사대용/기타,210g*3개입
2331,100022332V2_1736,한결옥고,가공식품,건강일반,추출/농축액,700g
2332,100022333V2_1737,한결홍옥고,가공식품,건강일반,추출/농축액,1kg
2333,100022334V2_1738,한결홍옥고환,가공식품,건강일반,분말/환,170g
2334,100022335V2_1739,한과모음3,가공식품,과자,한과/유과,1.2kg
2335,100022336V2_1739,한과모음3,가공식품,과자,한과/유과,1.2kg/추천
2336,100022337V2_1740,한과모음4,가공식품,과자,한과/유과,540g
2337,100022338V2_1741,한라봉/무,신선식품,과일,귤만감,1.8kg
2338,100022339V2_1742,한라봉/선물용,신선식품,과일,귤만감,무:3kg
2339,100022340V2_1743,한라봉/유,신선식품,과일,귤만감,1.8kg
2340,100022341V2_1744,한번익힌고기동그랑땡,가공식품,즉석조리,간편요리,300g
2341,100022342V2_1745,한번익힌깻잎전,가공식품,즉석조리,간편요리,300g
2342,100022343V2_1746,한번익힌동태전,가공식품,즉석조리,간편요리,300g
2343,100022344V2_1747,한우갈비살,신선식품,소,한우(냉장),안심대안/300g
2344,100022345V2_1748,한우고기곰국,가공식품,육가공,식육추출가공,냉동:1.1kg
2345,100022346V2_1748,한우고기곰국,가공식품,육가공,식육추출가공,냉동:1.1kg-쿠폰북행사
2346,100022347V2_1749,한우구이용갈비,신선식품,소,한우,800g
2347,100022348V2_1750,한우국갈비,신선식품,소,한우,1kg
2348,100022349V2_1751,한우국갈비/유기,신선식품,소,유기한우,1kg
2349,100022350V2_1752,한우국거리,신선식품,소,한우,1kg
2350,100022351V2_1752,한우국거리,신선식품,소,한우,300g
2351,100022352V2_1752,한우국거리,신선식품,소,한우,600g
2352,100022353V2_1753,한우국거리/유기,신선식품,소,유기한우,300g국내산
2353,100022354V2_1753,한우국거리/유기,신선식품,소,유기한우,600g국내산
2354,100022355V2_1754,한우국거리/조각,신선식품,소,한우,300g
2355,100022356V2_1755,한우등심,신선식품,소,한우,600g
2356,100022357V2_1755,한우등심,신선식품,소,한우(냉장),안심대안/300g
2357,100022358V2_1756,한우등심/유기,신선식품,소,유기한우,600g
2358,100022359V2_1757,한우등심선물,신선식품,소,한우,2kg
2359,100022360V2_1758,한우떡갈비,가공식품,육가공,돈가스/분쇄가공,300g
2360,100022361V2_1759,한우모둠구이용,신선식품,소,한우(냉장),안심대안/300g
2361,100022362V2_1760,한우모듬구이용,신선식품,소,유기한우(냉장),유기/250g
2362,100022363V2_1760,한우모듬구이용,신선식품,소,한우,600g
2363,100022364V2_1760,한우모듬구이용,신선식품,소,한우,냉장/300g
2364,100022365V2_1761,한우모듬구이용/유기,신선식품,소,유기한우,600g
2365,100022366V2_1762,한우반골꼬리,신선식품,소,한우,1.5kg
2366,100022367V2_1763,한우반골꼬리/유기,신선식품,소,유기한우,1.5kg
2367,100022368V2_1764,한우볶음고추장,가공식품,장,장류/기타,250g
2368,100022369V2_1765,한우분쇄육,신선식품,소,한우,300g
2369,100022370V2_1766,한우분쇄육/유기,신선식품,소,유기한우,300g
2370,100022371V2_1767,한우불고기,신선식품,소,한우,600g
2371,100022372V2_1768,한우불고기/유기,신선식품,소,유기한우,600g
2372,100022373V2_1769,한우불고기꼬마피자,가공식품,밀가공,피자/핫도그,88g
2373,100022374V2_1770,한우불고기부리토,가공식품,밀가공,피자/핫도그,91g
2374,100022375V2_1771,한우사골,신선식품,소,한우,1.8kg
2375,100022376V2_1772,한우사골/유기,신선식품,소,유기한우,1.8kg
2376,100022377V2_1773,한우사골국,가공식품,육가공,식육추출가공,500g
2377,100022378V2_1774,한우사골꼬리모음,신선식품,소,한우,4.6kg
2378,100022379V2_1775,한우산적,신선식품,소,한우,600g
2379,100022380V2_1776,한우산적/유기,신선식품,소,유기한우,600g
2380,100022381V2_1777,한우샤브샤브,신선식품,소,한우,300g
2381,100022382V2_1778,한우샤브샤브용/유기,신선식품,소,유기한우,300g
2382,100022383V2_1779,한우스지도가니,신선식품,소,한우,500g
2383,100022384V2_1780,한우스지도가니/유기,신선식품,소,유기한우,500g
2384,100022385V2_1781,한우안심,신선식품,소,한우,600g
2385,100022386V2_1781,한우안심,신선식품,소,한우(냉장),안심대안/150g
2386,100022387V2_1782,한우안심/유기,신선식품,소,유기한우,600g
2387,100022388V2_1783,한우얇은등심,신선식품,소,한우,300g
2388,100022389V2_1784,한우양념불고기,가공식품,육가공,양념육,250g
2389,100022390V2_1785,한우육포,가공식품,육가공,육포/기타,50g
2390,100022391V2_1786,한우잡뼈,신선식품,소,한우,1kg
2391,100022392V2_1787,한우잡뼈/유기,신선식품,소,유기한우,1kg
2392,100022393V2_1788,한우잡채용,신선식품,소,한우,200g
2393,100022394V2_1789,한우장조림,신선식품,소,한우,600g
2394,100022395V2_1790,한우장조림/유기,신선식품,소,유기한우,600g
2395,100022396V2_1791,한우조각국거리/유기,신선식품,소,유기한우,250g
2396,100022397V2_1792,한우족,신선식품,소,한우,1족/1.9kg
2397,100022398V2_1793,한우족/유기,신선식품,소,유기한우,1.9kg/1족
2398,100022399V2_1794,한우찜갈비,신선식품,소,한우,1kg
2399,100022400V2_1794,한우찜갈비,신선식품,소,한우,3kg
2400,100022401V2_1795,한우찜갈비/유기,신선식품,소,유기한우,1kg
2401,100022402V2_1796,한우차돌박이,신선식품,소,한우,300g
2402,100022403V2_1797,한우차돌박이/유기,신선식품,소,유기한우,300g
2403,100022404V2_1798,한우채끝,신선식품,소,한우(냉장),안심대안/200g
2404,100022405V2_1799,한우카레용,신선식품,소,한우,200g
2405,100022406V2_1800,한울사과즙,가공식품,음료,과즙,120ml
2406,100022407V2_1800,한울사과즙,가공식품,음료,과즙,120ml*20봉
2407,100022408V2_1801,한입쏙쏙젤리,가공식품,음료,푸딩,450g
2408,100022409V2_1802,한입쏙쏙젤리감귤,가공식품,음료,푸딩,25g*10개
2409,100022410V2_1803,한입쏙쏙젤리딸기,가공식품,음료,푸딩,25g*10개
2410,100022411V2_1804,한입쏙쏙젤리포도,가공식품,음료,푸딩,25g*10개
2411,100022412V2_1805,한재미나리,신선식품,잎/줄기채소,미나리,200g
2412,100022413V2_1806,함초분말,가공식품,건강일반,분말/환,150g
2413,100022414V2_1807,함초소금,가공식품,소금,가공소금,300g
2414,100022415V2_1808,합격기원떡,신선식품,떡,떡케이크/선물,300g
2415,100022416V2_1809,합격기원엿,가공식품,과자,엿/양갱/기타,180g
2416,100022417V2_1810,핫케이크가루,가공식품,가루,프리믹스,600g
2417,100022418V2_1811,항아리 꿀초,비식품,생활용품,환경용품,
2418,100022419V2_1812,항정살,신선식품,돼지,보리살림(냉장),300g
2419,100022420V2_1812,항정살,신선식품,중량(정육),돼지(중량),무항생제-성남용인
2420,100022421V2_1813,항정살-성남용인,신선식품,중량(정육),돼지(중량),
2421,100022422V2_1814,해물동그랑땡,가공식품,즉석조리,간편요리,300g
2422,100022423V2_1815,해물맛국물팩,가공식품,건어물,기타건어류,20g*7
2423,100022424V2_1816,해물모음,신선식품,냉동수산,기타냉동수산,270g
2424,100022425V2_1816,해물모음,신선식품,냉동수산,기타냉동수산,300g
2425,100022426V2_1817,햄버거빵,신선식품,빵,"식빵, 식사대용",204g/4개/
2426,100022427V2_1818,햄버거스테이크,가공식품,육가공,돈가스/분쇄가공,80g*5
2427,100022428V2_1819,햇멸치,가공식품,건어물,멸치류,중멸/600g
2428,100022429V2_1820,햇살접시,비식품,식기/편백,자기,소
2429,100022430V2_1820,햇살접시,비식품,식기/편백,자기,중
2430,100022431V2_1821,행복누리 수제세탁비누,비식품,세제/세안,세탁비누,200g
2431,100022432V2_1822,행복누리 주방고체비누,비식품,세제/세안,주방용비누,220g
2432,100022433V2_1822,행복누리 주방고체비누,비식품,세제/세안,주방용비누,등외품/190g
2433,100022434V2_1823,허브맛닭날개양념구이,가공식품,육가공,햄/소시지/훈제,500g
2434,100022435V2_1824,허브차모음,가공식품,차,잎꽃차,
2435,100022436V2_1825,허브혼합차,가공식품,차,잎꽃차,15g
2436,100022437V2_1826,헛개열매진액,가공식품,건강일반,추출/농축액,100ml*10봉
2437,100022438V2_1826,헛개열매진액,가공식품,건강일반,추출/농축액,100ml*30봉
2438,100022439V2_1827,현미/유,가공식품,멥쌀,멥쌀,2kg
2439,100022440V2_1827,현미/유,가공식품,멥쌀,멥쌀,4kg
2440,100022441V2_1827,현미/유,가공식품,멥쌀,멥쌀,8kg
2441,100022442V2_1828,현미가래떡,신선식품,떡,가래떡,400g
2442,100022443V2_1829,현미가루,가공식품,가루,곡식가루,300g
2443,100022444V2_1830,현미국수,가공식품,밀가공,국수,500g
2444,100022445V2_1831,현미도너츠가루,가공식품,가루,프리믹스,540g
2445,100022446V2_1832,현미떡볶이떡,신선식품,떡,가래떡,500g
2446,100022447V2_1833,현미뻥과자,가공식품,과자,스낵,55g
2447,100022448V2_1834,현미수국차,가공식품,차,잎꽃차,1.5g*20티백
2448,100022449V2_1835,현미쌀가스,가공식품,즉석조리,간편요리,320g
2449,100022450V2_1836,현미쌀너비아니,가공식품,즉석조리,간편요리,200g
2450,100022451V2_1837,현미쌀주물럭,가공식품,즉석조리,간편요리,300g
2451,100022452V2_1838,현미쌀탕수미,가공식품,즉석조리,간편요리,300g
2452,100022453V2_1839,현미유,가공식품,기름/식초,기름,500ml
2453,100022454V2_1839,현미유,가공식품,기름/식초,기름,900ml
2454,100022455V2_1840,현미유모음,가공식품,기름/식초,기름,900ml*2
2455,100022456V2_1841,현미차,가공식품,차,곡류차,500g
2456,100022457V2_1842,현미찹쌀고추장,가공식품,장,고추장,900g
2457,100022458V2_1843,현미콩고물과자,가공식품,과자,스낵,70g
2458,100022459V2_1844,현미튀밥,가공식품,과자,스낵,80g
2459,100022460V2_1845,호두,가공식품,견과,호두,100g_대보름
2460,100022461V2_1845,호두,가공식품,견과,호두,300g:안깐것
2461,100022462V2_1846,호두감자숙성빵,신선식품,빵,건강곡물빵,260g/
2462,100022463V2_1847,호두과자,신선식품,빵,"찐빵,호떡,전통",220g
2463,100022464V2_1848,호두머핀,신선식품,빵,단과자빵,85g*2개
2464,100022465V2_1849,호두쿠키,가공식품,과자,쿠키,100g
2465,100022466V2_1850,호두파이,신선식품,빵,"파이,과자,쿠키류",소/12cm/150g
2466,100022467V2_1851,호박쌀엿,가공식품,과자,엿/양갱/기타,100g
2467,100022468V2_1852,호박잎,신선식품,잎/줄기채소,호박잎,250g
2468,100022469V2_1853,호박죽,가공식품,식사대용,죽,280g
2469,100022470V2_1854,호박즙,가공식품,음료,음료기타,80ml*30봉
2470,100022471V2_1854,호박즙,가공식품,음료,음료기타,80ml:1봉 용
2471,100022472V2_1855,호박품은팥시루떡,신선식품,떡,즉석떡,180g
2472,100022473V2_1856,혼합15곡,가공식품,보리/혼합곡,혼합곡,1kg
2473,100022474V2_1857,혼합5곡,가공식품,보리/혼합곡,혼합곡,국산/500g
2474,100022475V2_1858,혼합8곡,가공식품,보리/혼합곡,혼합곡,국산/500g
